# forge-autoname: evidence-based names for FUN_* (name->check workflow wf_698bd133-f69, 2026-07-21)
# addr	name	plate_comment  (high+medium confidence, checker-confirmed)
00c2d7d0	GetCombatDamageModifier	[forge-autoname conf=medium <- wf] fastcall reads ushort +0xc/+0xe, calculates multiplier (<<1 or *0x24) based on value
00c3aa50	CWorld::SetDrawEnvironmentBounds	[forge-autoname conf=medium <- wf] thiscall CWorld, validates pointer/size bounds, stores environment, calls DrawGetEnvironment
00c3c8c0	WordWrap_SetupCallbacks	[forge-autoname conf=medium <- wf] thiscall loops param_4 times calling WordWrap_SetCallback to establish callback chain
00c3c9e0	ScreenEffect_RemoveFromList	[forge-autoname conf=medium <- wf] thiscall unlinks element from doubly-linked list, decrements reference counter
00c4d960	OpenAL_InitAlGetError	[forge-autoname conf=high <- wf] fastcall initializes OpenAL alGetError; string literal and GetProcAddress lookup explicit
00c55aa0	OpenAL_InitAlcOpenDevice	[forge-autoname conf=high <- wf] thiscall initializes OpenAL alcOpenDevice; string literal and GetProcAddress lookup explicit
00c56090	StringCopy_ValidateLength	[forge-autoname conf=medium <- wf] Validates string null terminator presence, calls _StringCopyWorkerA; wrapper for safe copy
00c8dfb0	C3DGenerator_Destructor	[forge-autoname conf=high <- wf] fastcall complex destructor with multiple array iterations, free, Kill, ~CTCWound calls
00cb2c60	IME_ResetComposition	[forge-autoname conf=high <- wf] fastcall IME cleanup; ImmGetContext, ImmNotifyIME, ImmReleaseContext, clears composition buffers
00cb67b0	MusicEntry_Partition	[forge-autoname conf=medium <- wf] fastcall quicksort partition on CBasicString keys, two-way partitioning with swap
00cb7140	ScriptInfo_Heapsort	[forge-autoname conf=medium <- wf] fastcall calls _Sort_heap and _Pop_heap_0; heapsort operation not generic partition
00cba580	PSCInfo_Partition	[forge-autoname conf=medium <- wf] fastcall quicksort partition on CRegisteredPSCInfo, two-way partitioning logic with swap
00cbb710	SortedMerge_WithRefcount	[forge-autoname conf=high <- wf] Dual-range merge with refcount operations at [1] (decrement/increment/check pattern) confirmed across multiple lines
00cbbeb0	CEditPrimitiveStats::CopySort	[forge-autoname conf=high <- wf] Thiscall CEditPrimitiveStats params, _Sort_heap callees, CCharString/CEditPrimitiveStats constructors
00cff9a0	Main_InitializeHeroMorphComponents	[forge-autoname conf=high <- wf] Main caller, CFourierAnalysis constructor, HERO string, morph component pair template usage confirmed
00d17470	Main_InitializeCreatureSpawners	[forge-autoname conf=medium <- wf] Main caller with creature spawn data processing but not exclusively bandit-focused; too specific without dedicated bandit class evidence
00df3e50	DoMission_HeroUIInitialize	[forge-autoname conf=high <- wf] DoMission caller, malloc-based HERO setup, CFourierAnalysis constructor matches UI initialization pattern
00dfc320	CScriptBase_ProcessNPCConversations	[forge-autoname conf=high <- wf] Thiscall CScriptBase, multiple conversation string comparisons (TraderToRescue, BodyGuard, RingFighter, etc.), FUN_00cd3152 callees
00f26920	std::vector_assign_CConversation	[forge-autoname conf=high <- wf] Thiscall vector<CConversation> assignment, 0x3c element size, realloc/capacity checks match STL pattern
00f27200	std::vector_assign_pair_CCharString_CSymbolInfo	[forge-autoname conf=high <- wf] Thiscall vector pair<CCharString,CSymbolInfo> assignment, 0x34 element size, pair constructors present
00f27bc0	std::vector_assign_CClanMember	[forge-autoname conf=high <- wf] Thiscall vector<CClanMember> assignment, 0x38 element size, allocation helpers FUN_00f27d50/00f27da0
00415fd3	DivideByGameSpeed	[forge-autoname conf=high <- wf] Float division by DAT_01375550 (game speed constant), called by camera/creature update routines
00440f00	std::vector_insert_range_ENavigatorType	[forge-autoname conf=high <- wf] Thiscall vector insert, ENavigatorType fill pattern, FUN_00440990 realloc, std::fill and memmove calls
0045ca09	BinarySearchTree_FindOrInsert	[forge-autoname conf=high <- wf] Binary tree traversal with key comparison at +0x10 offset, left/right node navigation, FUN_004294e2 successor and FUN_0045ca8f insert helpers
0045df1e	Save_WriteMemoryAllocatorAreas	[forge-autoname conf=high <- wf] Thiscall CDataOutputStream param, WriteCBYTE/WriteEBOOL calls, GetNoAllocatedAreas loop for allocator state serialization
004649a3	std::vector_insert_range_undefined4	[forge-autoname conf=high <- wf] Thiscall vector insert, FUN_00464ace realloc, memmove, FUN_00464aab tail handling
0046eecf	std::vector_assign_triplet_uint	[forge-autoname conf=medium <- wf] Thiscall vector with 0xc-byte triplet elements, FUN_0046ef33 uninitialized copy with offset arithmetic
0047ba50	std::vector_construct_from_vector	[forge-autoname conf=high <- wf] Thiscall vector constructor from range, malloc(iVar1 * 0xc), _Uninit_copy, pointer initialization
0047bb90	std::vector_copy_constructor	[forge-autoname conf=high <- wf] Thiscall vector copy constructor, identical structure to FUN_0047ba50, malloc and _Uninit_copy
0048e072	CSubtitleRenderer_EvaluateCutsceneSkippability	[forge-autoname conf=medium <- wf] Thiscall CSubtitleRenderer, IsCutsceneSkippable call with flag logic, but name overstates certainty (not necessarily about interruptibility)
004b2ca0	WorldMap_BuildLoadSectionsList	[forge-autoname conf=high <- wf] Called by GetLoadableSections, CCharString_OperatorPlus_API, FUN_004ba7a0/004ac380 building blocks, NULL% format string
004b8ff0	std::vector_find_pair_by_string	[forge-autoname conf=high <- wf] Thiscall vector search, CBasicString::Compare for lookup pattern, returns pointer to matching pair element
004bb270	std::map_find_lower_upper	[forge-autoname conf=high <- wf] Thiscall _Tree<map> find operation, _Lbound/_Ubound helpers, FUN_004b84a0 bounds comparison
004be4e0	CTCGraphicAppearance_PrepareForDraw	[forge-autoname conf=high <- wf] Thiscall CTCGraphicAppearance param, SetPrimitive/GetOrientationInterpolator/Draw calls, flag manipulation (0x80, 0x4)
004c4490	BinaryTree_DestroyRecursive	[forge-autoname conf=high <- wf] Recursive tree destruction (self-recursive call), refcount decrement at [1], free node, traverses pointers
004d2760	std::vector_insert_range_CSubtitledMessage	[forge-autoname conf=high <- wf] Thiscall vector assignment, CSubtitledMessage constructors, element size 0x44, malloc/_Uninit_copy
004f9207	CTCCarryable::operator_assign	[forge-autoname conf=high <- wf] Thiscall CTCCarryable assignment operator, OnKill call, list node traversal, pointer reassignments
00514eb0	std::vector_construct_from_C2DLineF_vector	[forge-autoname conf=high <- wf] Thiscall vector<C2DLineF> constructor, malloc(iVar2 << 4) = 0x10 element size, _Copy_impl
00517a10	CRegister_push_back_or_allocate	[forge-autoname conf=high <- wf] Thiscall vector-like container, capacity check (puVar1 != capacity end), FUN_00515cc0 realloc call
005295b0	std::vector_assign_buffer	[forge-autoname conf=high <- wf] Thiscall vector assignment, malloc/free, memmove, capacity reallocation logic
00533bc0	CScriptBase_RemoveChildAt	[forge-autoname conf=high <- wf] Thiscall CScriptBase child removal, FUN_00534eb0 lookup, RemovePredicate, memmove compaction, index updates
0053cb4f	std::deque_push_back_or_allocate	[forge-autoname conf=medium <- wf] Thiscall deque-like container, capacity check (puVar1 == capacity end), FUN_00467831 realloc
0053cb9b	std::list_construct_from_list	[forge-autoname conf=high <- wf] Thiscall list constructor, malloc(0x38) list node, FUN_0042cb90 copy helper, GetNoAllocatedAreas
00579114	BinaryTree_FindLowerBound	[forge-autoname conf=high <- wf] Thiscall binary tree traversal for lower bound, key comparison at +0x10 offset, left/right navigation
0057914c	BinaryTree_FindLowerBound_Ability	[forge-autoname conf=high <- wf] Identical structure to FUN_00579114, BuyAbility/UndoBuyAbility callers indicate ability-specific context
0057926b	ListNode_RemoveByData	[forge-autoname conf=high <- wf] Thiscall list node removal, FUN_0042a34e finds node by data value, refcount decrement, free
005c0436	Allocator_AllocateLongArray	[forge-autoname conf=medium <- wf] Simple allocator wrapper, malloc(param_1 * 0x14) creates 0x14-byte element array
005c1ecc	std::vector_assign_from_range	[forge-autoname conf=high <- wf] Thiscall vector assignment, _Copy_impl and _Destroy_range calls, element size variance
005c552c	CTCCarryable_PrepareWeaponSheathing	[forge-autoname conf=medium <- wf] Thiscall CTCCarryable with IS_THING_ALIVE/GetPItem calls, but name implies check-only; actually initializes sheathing
005e1f30	BinaryTree_DestroyRecursive_WithRefcount	[forge-autoname conf=high <- wf] Recursive tree destruction (self-recursive), refcount decrement at [1], free node, similar to FUN_004c4490
005e3ad0	std::sort_introsort_dispatcher	[forge-autoname conf=high <- wf] Sort dispatcher, log-based tree depth calculation (lines 2414-2416), FUN_005e37d0 depth init, _Insertion_sort1 for small arrays
00626e40	CTCQuickAccessMenu_PopulateQuickAccessList	[forge-autoname conf=high <- wf] Called by GetItemsListUI, UI_WEAPON_MENU_ENTRY/UI_QUICK_ACCESS_LIST string refs, CreateMenuEntryComponent/ContructItemLists callees
0062e190	vector_insert_range	[forge-autoname conf=high <- wf] malloc/memmove pattern with repeated element insertion confirmed; vector struct offsets match
00637a10	CThingMapManager::DestroyMapwhoNode	[forge-autoname conf=high <- wf] thiscall CThingMapManager, 4x RemoveMapwhoNodeFromCell calls, counter decrement at 0x2c
00658e38	AIStateGroup_FindNearestBuildingWithProperty	[forge-autoname conf=high <- wf] CNearestBuildingWithProperty ctor, std::for_each iteration, returns building at offset 0x10
006604eb	InsertIntoListWrapper	[forge-autoname conf=medium <- wf] Wrapper pattern and param permutation evident but CThing class unproven; generic list insertion wrapper
0066a920	GetAIStateGroupTypeConditional	[forge-autoname conf=medium <- wf] Primary function is GetCurrentStateGroupType call with DAT guard; name too compound
00682140	ApplyOpinionTransientOffset	[forge-autoname conf=medium <- wf] Constructs and applies transient offset but CAICreature class unproven from thiscall pattern
006821e0	CViewBase_SetOpinionDeedMask	[forge-autoname conf=high <- wf] thiscall CViewBase confirmed, OPINION_DEED_MASK string ref, fills opinion array
00696900	CParticleMorphs_DeleteTree	[forge-autoname conf=high <- wf] Recursive tree deletion with pair<EHeroMorphType,CParticleMorphs::CEntry> type
00696970	CSoundPair_DeleteTree	[forge-autoname conf=high <- wf] Identical recursive tree deletion pattern as 00696900, CSoundPair type inferred
0069d3d0	CConversation_DeleteTree	[forge-autoname conf=high <- wf] Identical recursive tree deletion pattern, called by OnKill
006a1230	InventoryFindItemByIDLowerBound	[forge-autoname conf=medium <- wf] LowerBound search on CVectorMap confirmed but returns uint not bool; inventory semantics inferred
006a8af0	CTCInterface_FindInterface	[forge-autoname conf=medium <- wf] LowerBound for ETCInterfaceType confirmed but 0x2f is implementation detail; generic interface lookup
006aedc0	InsertIntelligentPointerInList	[forge-autoname conf=medium <- wf] Linked list insertion of CBaseIntelligentPointer confirmed but CTCObjectInventory class unproven
006b6010	CFeatDef_CopySpecializedData	[forge-autoname conf=high <- wf] CFeatDef type confirmed, copies 0x4c byte block plus 3 vector-like structures
006c77e0	BinaryTree_FindInsertPos	[forge-autoname conf=high <- wf] Tree traversal with key comparison at 0x10; generic insertion position search
006dae40	CHeroExperienceDef_WriteExperienceLevelTree	[forge-autoname conf=high <- wf] WriteCBYTE calls on tree structure, inorder traversal with 0x10/0x14 value fields
006ef790	BinaryTree_IncrementToNext	[forge-autoname conf=high <- wf] Inorder successor navigation (rightmost in left subtree, then parent)
006f20a0	vector_copy_CTargetPoint	[forge-autoname conf=high <- wf] 0x1c byte CTargetPoint element size confirmed, std::_Copy_impl call
00738a00	CTCInterface_GetAnimation	[forge-autoname conf=medium <- wf] LowerBound for ETCInterfaceType 6 confirmed but 'turning' is not in evidence; generic interface lookup
00738d70	CTCInterface_ProcessQueuedCalls	[forge-autoname conf=high <- wf] Functor invocation loop at offset 4; queued call processing evident
0073e0d0	CAnimFilterOf3Groups_Init	[forge-autoname conf=high <- wf] 3 CCharString constructs, 3 CRC hash computations confirm 3-group initialization
007597c0	CSoundPairHeap_MakeHeap	[forge-autoname conf=high <- wf] Log2 calculation, std::make_heap call for CSoundPair heap initialization
00765b70	vector_insert_range_CFeatDef	[forge-autoname conf=high <- wf] CFeatDef range insertion with 0xc element size confirmed
00766c00	CTCObjectAugmentations_UpdateParticleMorphs	[forge-autoname conf=high <- wf] fastcall CTCObjectAugmentations, iterates augmentation trees, HasCombinationOfAugmentations calls
0077e580	vector_reserve_CConversation	[forge-autoname conf=high <- wf] thiscall vector<CConversation>, capacity reallocation for 8-byte elements
0078e3f0	BinaryTree_IncrementToNext	[forge-autoname conf=high <- wf] Identical inorder successor pattern as 006ef790
00793a00	BinaryTree_IncrementToNext	[forge-autoname conf=high <- wf] Identical inorder successor pattern (3rd copy)
007afd10	vector_insert_range_CBaseIntelligentPointer	[forge-autoname conf=high <- wf] CBaseIntelligentPointer range insertion with 8-byte elements, fill or copy logic
007f9f00	CThingCompare_BestForTargeting2::operator_less	[forge-autoname conf=high <- wf] thiscall comparator with GetThingCompareMultiplier and GetCompareValueForPoint calls
00802190	BinaryTree_Insert	[forge-autoname conf=medium <- wf] Binary tree insert confirmed (offset 0x10 key, 0xc/8 children) but IdleStateGroup class unproven
0080ec50	vector_copy_CBaseIntelligentPointer	[forge-autoname conf=medium <- wf] Evidence shows CBaseIntelligentPointer copy not CBaseObject; corrected type
00814c70	GetDummyObjectOrigin	[forge-autoname conf=medium <- wf] Reads position at 0x60 and calls GetDummyObject but CTCGraphicAppearance class unproven
008158d0	GetDummyObjectOriginTransformed	[forge-autoname conf=medium <- wf] Matrix transformation (0x70) and scale (0x16/0x17) confirmed but class unproven
00835560	BinaryTree_Insert_uint	[forge-autoname conf=high <- wf] Binary tree insert with uint key at 0x10; FUN_00835270/00835010 node creation
0083aea0	BinaryTree_Predecessor	[forge-autoname conf=high <- wf] Inorder predecessor navigation logic (rightmost in left subtree)
0083f650	ProcessTextWithRegex	[forge-autoname conf=medium <- wf] Container iteration with regex/pattern matching (FUN_00567120/841900) but CQuestLog class unproven
0084e1a0	LinkedListInsertNode	[forge-autoname conf=medium <- wf] Linked list node insertion (0x18 bytes at offset 0x78) but CCombatLog class unproven
00856e50	CCombatActionBase_GetFirstActiveStrikeEvent	[forge-autoname conf=high <- wf] std::for_each with CGetActiveStrikeEventThatIsFirstToFinish, returns event
00869bb0	DeleteTree	[forge-autoname conf=medium <- wf] Recursive tree deletion pattern confirmed but CArmorModState class unproven
008814c0	CEnvironment_Destructor	[forge-autoname conf=high <- wf] fastcall, 3 LTextBinTree<LTextGroup*> cleanup with BuildTreeArray, environment cleanup pattern
008acd30	std::vector::_Reserve	[forge-autoname conf=medium <- wf] Code shows vector<CScriptThing> not <CConversation> as callers indicate; reserve logic correct but vector type wrong in proposal
009130d0	CAIStateGroup_FlyingThingBase::ExecuteFlyingPath	[forge-autoname conf=high <- wf] Calls CalculatePrettyPath, SetNavigatorToType, AIAction_MoveToPosProximity, GetPointOnCurve with Bezier traversal
00982eb0	CPlayer::SayWifeOpinionFeeling	[forge-autoname conf=high <- wf] String TEXT_AI_WIFE_OPINION_ACT_FEELING_ and callee pattern match exactly
00982f10	CPlayer::SayWifeOpinionGeneral	[forge-autoname conf=high <- wf] String TEXT_AI_WIFE_OPINION_ACT_GENERAL_ and callee pattern match exactly
00982f70	CPlayer::SayWifeOpinionToHerself	[forge-autoname conf=high <- wf] String TEXT_AI_WIFE_OPINION_ACT_TOHERSELF_ confirms soliloquy reaction handler
009902d0	AVLTree_FindNodeByKey	[forge-autoname conf=medium <- wf] Binary tree search at offset 0x10 but evidence doesn't confirm this is specifically priority-based; generic key comparison
009964e0	CDataInputStream::ReadWithChunking	[forge-autoname conf=medium <- wf] Streaming read is evident but generic callback at offset 0x10 suggests this could be more generic streaming operation
0099d470	Utility_LoadStringByLanguageWithFallback	[forge-autoname conf=high <- wf] Perfect match: double fallback (current lang, 0x409 en-US), LoadStringA as last resort
009ad2e0	CFactionDatabase::FindFactionBySymbolName	[forge-autoname conf=high <- wf] CCRC hash of symbol name + LowerBound on faction map at offset 0x78 confirms symbol lookup
009b02e0	CDefinitionManager::Cleanup	[forge-autoname conf=high <- wf] Clear destructor pattern: clears instantiated defs, frees arrays, destroys speech frames, cleans refcounts
009b40f0	Utility_DestroyRefcountedTreeNode	[forge-autoname conf=high <- wf] Recursive tree deletion with refcount at offset 0x14, free at 0x10; recursive pattern confirmed
009b84c0	std::make_heap_partial	[forge-autoname conf=medium <- wf] Calculates depth via log2 then calls make_heap; not standard STL make_heap_adaptive; depth-limited heapify
009b8520	std::introsort_partial<CNavigationPosition>	[forge-autoname conf=high <- wf] Classic introsort: depth calculation, insertion sort threshold, calls FUN_009b7ed0 for recursion control
009b85a0	std::introsort_partial<CNavigationPosition>	[forge-autoname conf=high <- wf] Variant calling FUN_009b7fa0 instead of FUN_009b7ed0; same introsort structure
009b8ef0	std::introsort_partial<pair<CCharString,CCharString>>	[forge-autoname conf=high <- wf] Introsort on string pairs with depth calculation and small-partition insertion sort
009cd620	Map_InsertOrReplacePair	[forge-autoname conf=medium <- wf] Map insertion pattern with malloc and virtual method at 0x18, but CParticleMorphsMap type not definitively proven from code
009e2460	Calc_Distance2D	[forge-autoname conf=high <- wf] Euclidean distance: SQRT((x1-x2)^2 + (y1-y2)^2) on two 2D float points
009e7e40	std::introsort_partial<pair<CCharString,CSymbolMap::CSymbolInfo>>	[forge-autoname conf=high <- wf] Introsort on symbol map entries with depth limit and insertion sort
009ebc00	std::deque::push_back_expand	[forge-autoname conf=high <- wf] Deque push_back with capacity expansion via FUN_009ef900
009f83d0	CGraphicDataBank::CreateAndInitialize	[forge-autoname conf=high <- wf] Factory pattern: constructs CGraphicDataBank, calls Initialise, manages refcounted pointer, registers in doubly-linked list
00a2b9d0	Utility_DestroyRefcountedTreeNode	[forge-autoname conf=high <- wf] Recursive tree deletion with refcount at offset 0x18; same pattern as 009b40f0 variant
00a2dc20	Utility_DestroyMapNodeWithAllocator	[forge-autoname conf=high <- wf] Recursive tree deletion with pair deconstruction and allocator cleanup; refcount at 0x18
00a44740	CCreatureAction_CastBattleCharge::CCreatureAction_CastBattleCharge	[forge-autoname conf=high <- wf] Constructor with CreateMicroThread and error check; string 'Failed to create fibre' confirms
00a7f830	AVLTree_FindNodeByKey	[forge-autoname conf=medium <- wf] Binary tree search at offset 0x10 but no specific evidence this is value-based; generic key comparison
00a80b80	std::vector_copy_ctor<undefined4>	[forge-autoname conf=high <- wf] Vector copy constructor: malloc + memmove copy pattern
00a83170	std::vector_copy_ctor<uint>	[forge-autoname conf=high <- wf] Vector copy constructor for uint with _Uninit_copy
00a83a30	std::vector_move_ctor<CMusicSetEntry>	[forge-autoname conf=high <- wf] Vector move constructor for CMusicSetEntry (0x10 byte elements) using _Move
00a85420	CNavQuadTree::CopyAllLayers	[forge-autoname conf=high <- wf] Batch copy of 10 navigation layers with uint arrays and CMusicSetEntry arrays
00aabca0	CModeHoverBase::RemoveInactiveHoverAnims	[forge-autoname conf=high <- wf] Iterates and erases inactive hover anims by distance threshold check
00abeb40	C3DGroup2::_InsertVertexAt	[forge-autoname conf=high <- wf] Allocates 8-byte vertex pairs, copies existing, inserts new at position with repetition
00ad3300	Utility_DestroyRefcountedTreeNode	[forge-autoname conf=high <- wf] Recursive tree deletion with refcount at offset 0x1c; variant of same pattern
00ad3fb0	Utility_DestroyRefcountedTreeNode	[forge-autoname conf=high <- wf] Recursive tree deletion with refcount at offset 0x18; variant of same pattern
00ae7f30	std::vector<CSkeletalMorph>::_CopyReplace	[forge-autoname conf=high <- wf] Vector replace via _Copy_impl with old element cleanup (0xc size)
00b441f0	Utility_DestroyRefcountedTreeNode	[forge-autoname conf=high <- wf] Recursive tree deletion with refcount at offset 0x20; variant of same pattern
00b4abb0	CEnginePrimitiveRenderer2D::AddPrimitiveManager	[forge-autoname conf=high <- wf] Vector append at offset 0x10 + RegisterPrimitiveManager call confirms registration
00b6d0b0	CActiveFile::ExpandAndFillVertices	[forge-autoname conf=high <- wf] Allocates 0x18-byte vertex buffers (6 floats), copies/fills with repetition
00b98350	Utility_DestroyRefcountedTreeNode	[forge-autoname conf=high <- wf] Recursive tree deletion with complex destructor calls via FUN_00b97580; variant pattern
00bce4b0	Utility_DestroyRefcountedTreeNode	[forge-autoname conf=high <- wf] Recursive tree deletion with refcount at offset 0x18; variant of same pattern
00c0b570	CMatrix::UpdateInversePerspective	[forge-autoname conf=high <- wf] Matrix inverse perspective: angle calcs via FUN_00c0b510/FUN_00c0b4c0, calls SetInversePositionMatrixFromPositionMatrix
00c0b7b0	AnimationCurve_UpdateWithDelta	[forge-autoname conf=medium <- wf] Updates param_1[5] with delta and interpolates values at fixed array indices; generic animation interpolation pattern, not specifically particle-related or class-method evidence
00c12cd0	CombatBlockReward_ProcessWithExceptionHandler	[forge-autoname conf=medium <- wf] Calls AddSuccessfulBlockParry, FUN_00c12940 with exception frame but no evidence of CTCHeroExperience class ownership (no this-caller patterns, exception handling boilerplate)
00c18a80	List_RemoveNode	[forge-autoname conf=medium <- wf] Unlinks node param_2 from doubly-linked list at param_1+0xc; standard intrusive list manipulation
00c18ad0	List_RemoveIntNode	[forge-autoname conf=medium <- wf] Removes int-based nodes from doubly-linked list but name suggests integer element type not clear from evidence
00c1ae50	BTree_Find	[forge-autoname conf=high <- wf] Binary tree search walking left/right based on key comparison (param_2 vs puVar1[4]), returns 0 on success or 3 if not found
00c1b200	List_RemoveNode_Variant2	[forge-autoname conf=medium <- wf] Identical removal logic but from list at param_1+4 head instead of +0xc
00c1b250	List_RemoveIntNode_Variant2	[forge-autoname conf=medium <- wf] Parallel int-variant removal from param_1+4 list, name ambiguous regarding int-node assumption
00c26390	ParticleEffect_Release	[forge-autoname conf=medium <- wf] Releases particle effect with state checks and cleanup calls, but class 'CParticleEffect' not proven by this-call patterns or vtable evidence
00c2d790	Shield_GetBlockBonus	[forge-autoname conf=medium <- wf] Reads shield offsets and returns unshifted or bit-shifted bonus, but class ownership not proven
00c35dd0	CDrawAutoPickups_ShouldRender	[forge-autoname conf=medium <- wf] Checks state flags and calls ClearPrimitivesIfNecessary, returns 0 (skip) or 1 (render) for UI element
00c402e0	Vector3_Normalize	[forge-autoname conf=high <- wf] Normalizes 3D vector computing SQRT(x^2+y^2+z^2) and scaling to unit length, returns magnitude
00c436c0	Thing_Cleanup	[forge-autoname conf=medium <- wf] Cleans up object checking state bits and managing cleanup via vtable, but class 'CThing' not definitively proven
00c559c0	AudioContext_Destroy	[forge-autoname conf=medium <- wf] OpenAL cleanup calling alcDestroyContext dynamically loaded from module; audio system teardown pattern
00c5cf00	Timer_Advance	[forge-autoname conf=medium <- wf] Advances timer by param_2, increments counters and wraps if exceeds period at param_1+8
00c60450	Float_ClampWithFuzzyComparison	[forge-autoname conf=medium <- wf] Clamps float with NaN check and fuzzy comparison on epsilon threshold; value clamping with tolerance
00c76460	Vector_RangeInsert	[forge-autoname conf=medium <- wf] Copies range of param_4 elements from param_3 into vector at offset param_2 with circular wrap on overflow
00c89d70	AsyncBankFile_Process	[forge-autoname conf=medium <- wf] Async I/O handler processing pointers from in_EAX+8/0xc, calling DiscardAsyncData and FUN_00c89cb0, returns -0x80/-0x81 on error
00c8a540	CreatureHitNotification_StateProcess	[forge-autoname conf=medium <- wf] Complex state machine with particle flashes using CMemoryDataOutputStream, calls IsAttachedToVillage and SetDebugBoxColour1, but specific function semantics suggest state processing not just 'Process'
00c8ce80	EntityData_FreeResources	[forge-autoname conf=medium <- wf] Frees heap allocations at indices 0,4,5 and zeroes 0x5a dwords; entity cleanup pattern
00c8def0	Array_FreeAllElements	[forge-autoname conf=medium <- wf] Frees all pointers in dynamic array using count param_1[2], then frees array structures
00c94ee0	Bitcount	[forge-autoname conf=high <- wf] Counts set bits by right-shifting and incrementing until zero; standard popcount algorithm
00c96320	PropertyDef_LookupByClass	[forge-autoname conf=medium <- wf] Binary searches property defs via FUN_00c913a0/FUN_00c91530/FUN_00c962b0, returns index or 0xffffffff if not found
00ca26a0	InterpolateInt_Conditional	[forge-autoname conf=medium <- wf] Blends two int values but proposal ambiguous; returns one value or average based on sign check, not full interpolation
00cacc80	CThingMap_ctor	[forge-autoname conf=medium <- wf] Constructor increments global refcount, stores param_3 or param_1 as buffer, returns param_1; object initialization with shared refcount
00caccb0	GUID_CompareAndCallback	[forge-autoname conf=medium <- wf] Compares 4-byte GUID against constant, calls param_1 vtable on match, returns HRESULT; more descriptive of control flow
00caf750	CModifierGraphic_UpdatePosition	[forge-autoname conf=medium <- wf] Calls ResetEvent, PeekConnectedToTrackNode twice, compares/updates 64-bit positions at offsets, triggers vtable methods
00cb1340	LinkedList_DestroyAll	[forge-autoname conf=medium <- wf] Walks linked list at param_1[0], operator_deletes each node at offset+4, zeroes head/tail/count
00cb1460	List_PushNode	[forge-autoname conf=medium <- wf] Appends node param_2 to doubly-linked list, pops from free pool or allocates, links at end
00cb9d30	MinOf3	[forge-autoname conf=high <- wf] Compares three 64-bit values lexicographically, returns pointer to smallest; std::min of three elements
00cb9da0	MaxOf3	[forge-autoname conf=high <- wf] Compares three 64-bit values lexicographically, returns pointer to largest; std::max of three elements
00cbb860	Quicksort_Partition	[forge-autoname conf=medium <- wf] Partitions C3DMeshVolume array around pivot at param_3, advances from left/right using FastCompare, swaps misplaced elements
00cbd0f0	CGameCameraManager_InitModes	[forge-autoname conf=medium <- wf] Iterates camera modes between param_2/param_3, calls FastCompare and PushCameraMode, sorts via _Sort_heap
00d18c00	CQ_BountyHuntScript_EnqueueTeleport	[forge-autoname conf=medium <- wf] Enqueues TeleportData checking if buffer full, calls operator= on existing entry or reallocates, increments cursor
00d27050	DoMission_Setup	[forge-autoname conf=medium <- wf] Creates CFourierAnalysis, runs cutscene macro, calls RunCutsceneMacro_Func with animation events; mission initialization
00d38400	CTCGameModeController_UpdateSunCount	[forge-autoname conf=medium <- wf] Converts param_2 to string via GFIntToCharString_API, stores in param_1+0x188; UI counter update
00d7fc70	WatchForRoundsInArena_Setup	[forge-autoname conf=medium <- wf] Creates CFourierAnalysis, runs cutscene macro RunCutsceneMacro_Func(0,0,0,1); arena round initialization, parallel to DoMission_Setup
00f3b640	std_vector_assign_with_realloc	[forge-autoname conf=high <- wf] malloc/free/memmove with capacity checks (param_1[2]) and buffer reallocation; clear copy assignment semantics
00f3b760	std_vector_copy_range	[forge-autoname conf=high <- wf] Loop iterates containers (stride 3), allocates output buffers, memmove copies data; range initialization pattern
00411b00	vector_push_back_copy	[forge-autoname conf=high <- wf] Calls _Copy_impl to end pointer (param_1 + 4), updates end; classic push_back with copy
004126e0	vector_resize_with_fill	[forge-autoname conf=medium <- wf] Checks capacity, calls _Fill_n and _Uninit_copy; resize semantics not insert_range (no position param)
00429b02	LinkedList_Unlink_and_Free	[forge-autoname conf=high <- wf] Unlinks doubly-linked node (updates param_2[1]/next and previous), calls free; clear unlink pattern
0042ab33	LinkedList_Insert_Before	[forge-autoname conf=high <- wf] Allocates node via FUN_00429fe3, inserts before param_2 by manipulating next/prev pointers
0042cb90	CSurface_Clone_Recursive	[forge-autoname conf=high <- wf] Thiscall CSurface, recursive self-call, calls GetHeight, walks child/sibling pointers (offset 8, 0xc)
0042d45d	CPersistTraits_Transfer_And_Construct	[forge-autoname conf=medium <- wf] Calls TransferIn (data transfer), constructs pairs; not 'Insert_Or_Find' - semantic mismatch
00431363	BinaryTree_Insert_With_Position	[forge-autoname conf=high <- wf] Binary search tree traversal (offset 0x10 key, offsets 8/0xc for children), returns position pair
00441020	vector_insert_with_fill	[forge-autoname conf=high <- wf] Inserts elements, fills gap with param_4 value, shifts existing data via memmove; reallocation handled
004428b0	vector_push_back	[forge-autoname conf=high <- wf] Checks end < capacity, writes to end, increments by 8-byte element; calls realloc helper if full
0045c79e	CTCCarryable_CopyAssign	[forge-autoname conf=high <- wf] Thiscall CTCCarryable, calls OnKill, clones tree via FUN_0045c811; copy-assignment operator pattern
0045c811	CTCCarryable_Clone_Tree	[forge-autoname conf=high <- wf] Recursive clone (offset 0xc child, offset 8 sibling); calls FUN_0045c8a1 allocator; deep-copy pattern
